url_source,content,newsTitle,timestamp,source,author,urlToImage
http://digiday.com/media-buying/ai-briefing-heres-how-ai-is-showing-up-during-this-earnings-cycle/,"As the glimmer of the AI gold rush fades for some industries, ad-funded tech giants claim they’re already seeing signs that major investments are paying off for advertisers",AI Briefing: Here’s how AI is showing up during this earnings cycle,2024-08-05T04:01:00Z,Digiday,Marty Swant,https://digiday.com/wp-content/uploads/sites/3/2023/09/ai-robot-digiday.jpeg
http://digiday.com/media-buying/ai-briefing-heres-how-ai-is-showing-up-during-this-earnings-cycle/,"As the glimmer of the AI gold rush fades for some industries, ad-funded tech giants claim they’re already seeing signs that major investments are paying off for advertisers",AI Briefing: Here’s how AI is showing up during this earnings cycle,2024-08-05T04:01:00Z,Digiday,Marty Swant,https://digiday.com/wp-content/uploads/sites/3/2023/09/ai-robot-digiday.jpeg
http://digiday.com/media-buying/ai-briefing-heres-how-ai-is-showing-up-during-this-earnings-cycle/,"As the glimmer of the AI gold rush fades for some industries, ad-funded tech giants claim they’re already seeing signs that major investments are paying off for advertisers",AI Briefing: Here’s how AI is showing up during this earnings cycle,2024-08-05T04:01:00Z,Digiday,Marty Swant,https://digiday.com/wp-content/uploads/sites/3/2023/09/ai-robot-digiday.jpeg
https://www.macrumors.com/2024/08/05/airpods-max-hit-399-99-amazon/,"Amazon today has Apple's AirPods Max headphones at a near all-time low price of $399.99, down from $549.00",AirPods Max Hit $399.99 in Every Color on Amazon ($149 Off),2024-08-05T13:50:16Z,MacRumors,Mitchel Broussard,https://images.macrumors.com/t/2CcZbFz8BgOynYcvYHK1j5Sv7WM=/2500x/article-new/2023/05/Airpods-Max-Discount-Feature-Cool-Green.jpg
https://www.macrumors.com/2024/08/05/airpods-max-hit-399-99-amazon/,"Amazon today has Apple's AirPods Max headphones at a near all-time low price of $399.99, down from $549.00",AirPods Max Hit $399.99 in Every Color on Amazon ($149 Off),2024-08-05T13:50:16Z,MacRumors,Mitchel Broussard,https://images.macrumors.com/t/2CcZbFz8BgOynYcvYHK1j5Sv7WM=/2500x/article-new/2023/05/Airpods-Max-Discount-Feature-Cool-Green.jpg
https://www.macrumors.com/2024/08/05/airpods-max-hit-399-99-amazon/,"Amazon today has Apple's AirPods Max headphones at a near all-time low price of $399.99, down from $549.00",AirPods Max Hit $399.99 in Every Color on Amazon ($149 Off),2024-08-05T13:50:16Z,MacRumors,Mitchel Broussard,https://images.macrumors.com/t/2CcZbFz8BgOynYcvYHK1j5Sv7WM=/2500x/article-new/2023/05/Airpods-Max-Discount-Feature-Cool-Green.jpg
https://www.macrumors.com/2024/08/05/airpods-max-hit-399-99-amazon/,"Amazon today has Apple's AirPods Max headphones at a near all-time low price of $399.99, down from $549.00",AirPods Max Hit $399.99 in Every Color on Amazon ($149 Off),2024-08-05T13:50:16Z,MacRumors,Mitchel Broussard,https://images.macrumors.com/t/2CcZbFz8BgOynYcvYHK1j5Sv7WM=/2500x/article-new/2023/05/Airpods-Max-Discount-Feature-Cool-Green.jpg
https://www.macrumors.com/2024/08/05/amazon-low-prices-ipad-mini/,"Apple's iPad mini 6 has returned to its all-time low price today on Amazon, available starting at $379.99 for the 64GB Wi-Fi model, down from $499.00","Amazon Introduces Record Low Prices on Every iPad Mini, Starting at $379.99",2024-08-05T15:05:24Z,MacRumors,Mitchel Broussard,https://images.macrumors.com/t/7KXwhFRXD_yu0iTgMPZemwP8EnI=/2000x/article-new/2024/03/new-ipad-mini-blue.jpg
https://www.macrumors.com/2024/08/05/amazon-low-prices-ipad-mini/,"Apple's iPad mini 6 has returned to its all-time low price today on Amazon, available starting at $379.99 for the 64GB Wi-Fi model, down from $499.00","Amazon Introduces Record Low Prices on Every iPad Mini, Starting at $379.99",2024-08-05T15:05:24Z,MacRumors,Mitchel Broussard,https://images.macrumors.com/t/7KXwhFRXD_yu0iTgMPZemwP8EnI=/2000x/article-new/2024/03/new-ipad-mini-blue.jpg
https://www.macrumors.com/2024/08/05/amazon-low-prices-ipad-mini/,"Apple's iPad mini 6 has returned to its all-time low price today on Amazon, available starting at $379.99 for the 64GB Wi-Fi model, down from $499.00","Amazon Introduces Record Low Prices on Every iPad Mini, Starting at $379.99",2024-08-05T15:05:24Z,MacRumors,Mitchel Broussard,https://images.macrumors.com/t/7KXwhFRXD_yu0iTgMPZemwP8EnI=/2000x/article-new/2024/03/new-ipad-mini-blue.jpg
https://www.macrumors.com/2024/08/05/amazon-low-prices-ipad-mini/,"Apple's iPad mini 6 has returned to its all-time low price today on Amazon, available starting at $379.99 for the 64GB Wi-Fi model, down from $499.00","Amazon Introduces Record Low Prices on Every iPad Mini, Starting at $379.99",2024-08-05T15:05:24Z,MacRumors,Mitchel Broussard,https://images.macrumors.com/t/7KXwhFRXD_yu0iTgMPZemwP8EnI=/2000x/article-new/2024/03/new-ipad-mini-blue.jpg
https://appleinsider.com/articles/24/08/05/amazon-launches-849-m3-macbook-air-399-airpods-max-699-apple-watch-ultra-2-1899-16-macbook-pro-deals,"Today's Apple discounts at Amazon mark the return of Prime Day pricing (and some better-than-Prime Day deals) on MacBooks, AirPods, Apple Watch, iPads and more","Amazon launches $849 M3 MacBook Air, $399 AirPods Max, $699 Apple Watch Ultra 2, $1,899 16"" MacBook Pro deals",2024-08-05T14:46:20Z,AppleInsider,news@appleinsider.com (Christine McKee),https://photos5.appleinsider.com/gallery/60597-124693-apple-deals-best-in-class-xl.jpg
https://appleinsider.com/articles/24/08/05/amazon-launches-849-m3-macbook-air-399-airpods-max-699-apple-watch-ultra-2-1899-16-macbook-pro-deals,"Today's Apple discounts at Amazon mark the return of Prime Day pricing (and some better-than-Prime Day deals) on MacBooks, AirPods, Apple Watch, iPads and more","Amazon launches $849 M3 MacBook Air, $399 AirPods Max, $699 Apple Watch Ultra 2, $1,899 16"" MacBook Pro deals",2024-08-05T14:46:20Z,AppleInsider,news@appleinsider.com (Christine McKee),https://photos5.appleinsider.com/gallery/60597-124693-apple-deals-best-in-class-xl.jpg
https://appleinsider.com/articles/24/08/05/amazon-launches-849-m3-macbook-air-399-airpods-max-699-apple-watch-ultra-2-1899-16-macbook-pro-deals,"Today's Apple discounts at Amazon mark the return of Prime Day pricing (and some better-than-Prime Day deals) on MacBooks, AirPods, Apple Watch, iPads and more","Amazon launches $849 M3 MacBook Air, $399 AirPods Max, $699 Apple Watch Ultra 2, $1,899 16"" MacBook Pro deals",2024-08-05T14:46:20Z,AppleInsider,news@appleinsider.com (Christine McKee),https://photos5.appleinsider.com/gallery/60597-124693-apple-deals-best-in-class-xl.jpg
https://appleinsider.com/articles/24/08/05/amazon-launches-849-m3-macbook-air-399-airpods-max-699-apple-watch-ultra-2-1899-16-macbook-pro-deals,"Today's Apple discounts at Amazon mark the return of Prime Day pricing (and some better-than-Prime Day deals) on MacBooks, AirPods, Apple Watch, iPads and more","Amazon launches $849 M3 MacBook Air, $399 AirPods Max, $699 Apple Watch Ultra 2, $1,899 16"" MacBook Pro deals",2024-08-05T14:46:20Z,AppleInsider,news@appleinsider.com (Christine McKee),https://photos5.appleinsider.com/gallery/60597-124693-apple-deals-best-in-class-xl.jpg
https://gizmodo.com/apple-is-sending-out-395-checks-for-butterfly-keyboard-settlement-2000483156,"Not all of Apple’s releases are an instant hit. We have seen a couple of flops come out from the Cupertino company, too",Apple Is Sending Out $395 Checks for Butterfly Keyboard Settlement,2024-08-05T15:30:42Z,Gizmodo.com,Dua Rashid,https://gizmodo.com/app/uploads/2024/08/AppleButterflyKeyboard.jpg
https://gizmodo.com/apple-is-sending-out-395-checks-for-butterfly-keyboard-settlement-2000483156,"Not all of Apple’s releases are an instant hit. We have seen a couple of flops come out from the Cupertino company, too",Apple Is Sending Out $395 Checks for Butterfly Keyboard Settlement,2024-08-05T15:30:42Z,Gizmodo.com,Dua Rashid,https://gizmodo.com/app/uploads/2024/08/AppleButterflyKeyboard.jpg
https://gizmodo.com/apple-is-sending-out-395-checks-for-butterfly-keyboard-settlement-2000483156,"Not all of Apple’s releases are an instant hit. We have seen a couple of flops come out from the Cupertino company, too",Apple Is Sending Out $395 Checks for Butterfly Keyboard Settlement,2024-08-05T15:30:42Z,Gizmodo.com,Dua Rashid,https://gizmodo.com/app/uploads/2024/08/AppleButterflyKeyboard.jpg
https://gizmodo.com/apple-is-sending-out-395-checks-for-butterfly-keyboard-settlement-2000483156,"Not all of Apple’s releases are an instant hit. We have seen a couple of flops come out from the Cupertino company, too",Apple Is Sending Out $395 Checks for Butterfly Keyboard Settlement,2024-08-05T15:30:42Z,Gizmodo.com,Dua Rashid,https://gizmodo.com/app/uploads/2024/08/AppleButterflyKeyboard.jpg
https://www.macrumors.com/2024/08/05/apple-leads-tech-sector-market-loss/,Apple's stock price today dropped amid a broader roader technology sector sell-off that has wiped out nearly $900 billion in market value (via Reuters),Apple Leads Tech Sector's Massive $900 Billion Market Loss,2024-08-05T16:09:07Z,MacRumors,Hartley Charlton,https://images.macrumors.com/t/iVNie6i7OkGMgvHbftTiLSsvCEo=/1600x/article-new/2020/12/aapl-logo-banner.jpg
https://www.macrumors.com/2024/08/05/apple-leads-tech-sector-market-loss/,Apple's stock price today dropped amid a broader roader technology sector sell-off that has wiped out nearly $900 billion in market value (via Reuters),Apple Leads Tech Sector's Massive $900 Billion Market Loss,2024-08-05T16:09:07Z,MacRumors,Hartley Charlton,https://images.macrumors.com/t/iVNie6i7OkGMgvHbftTiLSsvCEo=/1600x/article-new/2020/12/aapl-logo-banner.jpg
https://www.macrumors.com/2024/08/05/apple-leads-tech-sector-market-loss/,Apple's stock price today dropped amid a broader roader technology sector sell-off that has wiped out nearly $900 billion in market value (via Reuters),Apple Leads Tech Sector's Massive $900 Billion Market Loss,2024-08-05T16:09:07Z,MacRumors,Hartley Charlton,https://images.macrumors.com/t/iVNie6i7OkGMgvHbftTiLSsvCEo=/1600x/article-new/2020/12/aapl-logo-banner.jpg
https://www.androidauthority.com/apple-watch-se-3-core-change-3467925/,"<ul><li>The Apple Watch SE 3 will reportedly feature a rigid plastic exterior, which could potentially lower its price",Apple Watch SE 3 could appeal to kids with a core material change,2024-08-05T13:10:50Z,Android Authority,Mahmoud Itani,https://www.androidauthority.com/wp-content/uploads/2023/10/apple-watch-series-9-snoopy-pointing-scaled.jpg
https://www.androidauthority.com/apple-watch-se-3-core-change-3467925/,"<ul><li>The Apple Watch SE 3 will reportedly feature a rigid plastic exterior, which could potentially lower its price",Apple Watch SE 3 could appeal to kids with a core material change,2024-08-05T13:10:50Z,Android Authority,Mahmoud Itani,https://www.androidauthority.com/wp-content/uploads/2023/10/apple-watch-series-9-snoopy-pointing-scaled.jpg
https://www.androidauthority.com/apple-watch-se-3-core-change-3467925/,"<ul><li>The Apple Watch SE 3 will reportedly feature a rigid plastic exterior, which could potentially lower its price",Apple Watch SE 3 could appeal to kids with a core material change,2024-08-05T13:10:50Z,Android Authority,Mahmoud Itani,https://www.androidauthority.com/wp-content/uploads/2023/10/apple-watch-series-9-snoopy-pointing-scaled.jpg
https://www.androidauthority.com/apple-watch-se-3-core-change-3467925/,"<ul><li>The Apple Watch SE 3 will reportedly feature a rigid plastic exterior, which could potentially lower its price",Apple Watch SE 3 could appeal to kids with a core material change,2024-08-05T13:10:50Z,Android Authority,Mahmoud Itani,https://www.androidauthority.com/wp-content/uploads/2023/10/apple-watch-series-9-snoopy-pointing-scaled.jpg
https://markets.businessinsider.com/news/stocks/apple-nvidia-stocks-down-magnificent-seven-tech-markets-crash-2024-8,"Shares in the so-called ""Magnificent Seven"" tech giants plummeted on Monday as fears of a US recession triggered global market disruption",Apple and Nvidia tank in pre-market trading as 'Magnificent Seven' tech stocks take a battering,2024-08-05T12:30:00Z,Business Insider,pthompson@insider.com (Polly Thompson),https://i.insider.com/65e7659890413ab8e1d95b2a?width=1200&format=jpeg
https://markets.businessinsider.com/news/stocks/apple-nvidia-stocks-down-magnificent-seven-tech-markets-crash-2024-8,"Shares in the so-called ""Magnificent Seven"" tech giants plummeted on Monday as fears of a US recession triggered global market disruption",Apple and Nvidia tank in pre-market trading as 'Magnificent Seven' tech stocks take a battering,2024-08-05T12:30:00Z,Business Insider,pthompson@insider.com (Polly Thompson),https://i.insider.com/65e7659890413ab8e1d95b2a?width=1200&format=jpeg
https://markets.businessinsider.com/news/stocks/apple-nvidia-stocks-down-magnificent-seven-tech-markets-crash-2024-8,"Shares in the so-called ""Magnificent Seven"" tech giants plummeted on Monday as fears of a US recession triggered global market disruption",Apple and Nvidia tank in pre-market trading as 'Magnificent Seven' tech stocks take a battering,2024-08-05T12:30:00Z,Business Insider,pthompson@insider.com (Polly Thompson),https://i.insider.com/65e7659890413ab8e1d95b2a?width=1200&format=jpeg
https://markets.businessinsider.com/news/stocks/apple-nvidia-stocks-down-magnificent-seven-tech-markets-crash-2024-8,"Shares in the so-called ""Magnificent Seven"" tech giants plummeted on Monday as fears of a US recession triggered global market disruption",Apple and Nvidia tank in pre-market trading as 'Magnificent Seven' tech stocks take a battering,2024-08-05T12:30:00Z,Business Insider,pthompson@insider.com (Polly Thompson),https://i.insider.com/65e7659890413ab8e1d95b2a?width=1200&format=jpeg
https://www.creativebloq.com/tech/laptops/apple-finally-pays-out-over-its-infamous-macbook-design-fail,I am typing these words on the Magic Keyboard of an M2 MacBook Air. There's decent key travel. None of the keys are sticking. It feels nice. Life is good,Apple finally pays out over its infamous MacBook design fail,2024-08-05T13:41:32Z,Creative Bloq,Daniel John,https://cdn.mos.cms.futurecdn.net/xV6ht7ToCeFQ5pk7BRbq6A-1200-80.jpg
https://www.creativebloq.com/tech/laptops/apple-finally-pays-out-over-its-infamous-macbook-design-fail,I am typing these words on the Magic Keyboard of an M2 MacBook Air. There's decent key travel. None of the keys are sticking. It feels nice. Life is good,Apple finally pays out over its infamous MacBook design fail,2024-08-05T13:41:32Z,Creative Bloq,Daniel John,https://cdn.mos.cms.futurecdn.net/xV6ht7ToCeFQ5pk7BRbq6A-1200-80.jpg
https://www.creativebloq.com/tech/laptops/apple-finally-pays-out-over-its-infamous-macbook-design-fail,I am typing these words on the Magic Keyboard of an M2 MacBook Air. There's decent key travel. None of the keys are sticking. It feels nice. Life is good,Apple finally pays out over its infamous MacBook design fail,2024-08-05T13:41:32Z,Creative Bloq,Daniel John,https://cdn.mos.cms.futurecdn.net/xV6ht7ToCeFQ5pk7BRbq6A-1200-80.jpg
https://www.creativebloq.com/tech/laptops/apple-finally-pays-out-over-its-infamous-macbook-design-fail,I am typing these words on the Magic Keyboard of an M2 MacBook Air. There's decent key travel. None of the keys are sticking. It feels nice. Life is good,Apple finally pays out over its infamous MacBook design fail,2024-08-05T13:41:32Z,Creative Bloq,Daniel John,https://cdn.mos.cms.futurecdn.net/xV6ht7ToCeFQ5pk7BRbq6A-1200-80.jpg
https://www.forbes.com/sites/davidphelan/2024/08/05/apple-iphone-16-iphone-16-pro-release-date-new-report-reveals-extraordinary-strategy/,"Updated August 5 with more reports that double down on the release date, and suggest iPhone 16 Pro Max pricing","Apple iPhone 16, iPhone 16 Pro Release Date: New Report Reveals Extraordinary Strategy",2024-08-05T14:24:28Z,Forbes,"David Phelan, Senior Contributor, 
 David Phelan, Senior Contributor
 https://www.forbes.com/sites/davidphelan/","https://imageio.forbes.com/specials-images/imageserve/66afae05c65a36c4a21e8de3/0x0.jpg?format=jpg&crop=3716,2089,x0,y309,safe&height=900&width=1600&fit=bounds"
https://www.forbes.com/sites/davidphelan/2024/08/05/apple-iphone-16-iphone-16-pro-release-date-new-report-reveals-extraordinary-strategy/,"Updated August 5 with more reports that double down on the release date, and suggest iPhone 16 Pro Max pricing","Apple iPhone 16, iPhone 16 Pro Release Date: New Report Reveals Extraordinary Strategy",2024-08-05T14:24:28Z,Forbes,"David Phelan, Senior Contributor, 
 David Phelan, Senior Contributor
 https://www.forbes.com/sites/davidphelan/","https://imageio.forbes.com/specials-images/imageserve/66afae05c65a36c4a21e8de3/0x0.jpg?format=jpg&crop=3716,2089,x0,y309,safe&height=900&width=1600&fit=bounds"
https://www.forbes.com/sites/davidphelan/2024/08/05/apple-iphone-16-iphone-16-pro-release-date-new-report-reveals-extraordinary-strategy/,"Updated August 5 with more reports that double down on the release date, and suggest iPhone 16 Pro Max pricing","Apple iPhone 16, iPhone 16 Pro Release Date: New Report Reveals Extraordinary Strategy",2024-08-05T14:24:28Z,Forbes,"David Phelan, Senior Contributor, 
 David Phelan, Senior Contributor
 https://www.forbes.com/sites/davidphelan/","https://imageio.forbes.com/specials-images/imageserve/66afae05c65a36c4a21e8de3/0x0.jpg?format=jpg&crop=3716,2089,x0,y309,safe&height=900&width=1600&fit=bounds"
https://www.forbes.com/sites/davidphelan/2024/08/05/apple-iphone-16-iphone-16-pro-release-date-new-report-reveals-extraordinary-strategy/,"Updated August 5 with more reports that double down on the release date, and suggest iPhone 16 Pro Max pricing","Apple iPhone 16, iPhone 16 Pro Release Date: New Report Reveals Extraordinary Strategy",2024-08-05T14:24:28Z,Forbes,"David Phelan, Senior Contributor, 
 David Phelan, Senior Contributor
 https://www.forbes.com/sites/davidphelan/","https://imageio.forbes.com/specials-images/imageserve/66afae05c65a36c4a21e8de3/0x0.jpg?format=jpg&crop=3716,2089,x0,y309,safe&height=900&width=1600&fit=bounds"
https://markets.businessinsider.com/news/stocks/apple-stock-price-plunge-warren-buffett-cuts-stake-berkshire-hathaway-2024-8,"Apple stock plunged as much as 11% on Monday, leading the tech rout lower amid a global stock market panic",Apple leads tech rout after Berkshire Hathaway sells more than half of its stake,2024-08-05T14:20:44Z,Business Insider,mfox@businessinsider.com (Matthew Fox),https://i.insider.com/66b0df5fb4912df3ae18e20f?width=1200&format=jpeg
https://markets.businessinsider.com/news/stocks/apple-stock-price-plunge-warren-buffett-cuts-stake-berkshire-hathaway-2024-8,"Apple stock plunged as much as 11% on Monday, leading the tech rout lower amid a global stock market panic",Apple leads tech rout after Berkshire Hathaway sells more than half of its stake,2024-08-05T14:20:44Z,Business Insider,mfox@businessinsider.com (Matthew Fox),https://i.insider.com/66b0df5fb4912df3ae18e20f?width=1200&format=jpeg
https://markets.businessinsider.com/news/stocks/apple-stock-price-plunge-warren-buffett-cuts-stake-berkshire-hathaway-2024-8,"Apple stock plunged as much as 11% on Monday, leading the tech rout lower amid a global stock market panic",Apple leads tech rout after Berkshire Hathaway sells more than half of its stake,2024-08-05T14:20:44Z,Business Insider,mfox@businessinsider.com (Matthew Fox),https://i.insider.com/66b0df5fb4912df3ae18e20f?width=1200&format=jpeg
https://markets.businessinsider.com/news/stocks/apple-stock-price-plunge-warren-buffett-cuts-stake-berkshire-hathaway-2024-8,"Apple stock plunged as much as 11% on Monday, leading the tech rout lower amid a global stock market panic",Apple leads tech rout after Berkshire Hathaway sells more than half of its stake,2024-08-05T14:20:44Z,Business Insider,mfox@businessinsider.com (Matthew Fox),https://i.insider.com/66b0df5fb4912df3ae18e20f?width=1200&format=jpeg
https://appleinsider.com/articles/24/08/05/apple-stock-getting-hammered-after-international-market-crashes,"Warren Buffett [Berkshire Hathaway]
Following both news of Berkshire Hathaway's selling over half its holdings in the company, and a wider fear of recession taking a steep toll on international stoc",Apple stock getting hammered after international market crashes,2024-08-05T15:04:23Z,AppleInsider,news@appleinsider.com (William Gallagher),https://photos5.appleinsider.com/gallery/54309-109550-53012-106126-Buffett-xl-xl.jpg
https://appleinsider.com/articles/24/08/05/apple-stock-getting-hammered-after-international-market-crashes,"Warren Buffett [Berkshire Hathaway]
Following both news of Berkshire Hathaway's selling over half its holdings in the company, and a wider fear of recession taking a steep toll on international stoc",Apple stock getting hammered after international market crashes,2024-08-05T15:04:23Z,AppleInsider,news@appleinsider.com (William Gallagher),https://photos5.appleinsider.com/gallery/54309-109550-53012-106126-Buffett-xl-xl.jpg
https://appleinsider.com/articles/24/08/05/apple-stock-getting-hammered-after-international-market-crashes,"Warren Buffett [Berkshire Hathaway]
Following both news of Berkshire Hathaway's selling over half its holdings in the company, and a wider fear of recession taking a steep toll on international stoc",Apple stock getting hammered after international market crashes,2024-08-05T15:04:23Z,AppleInsider,news@appleinsider.com (William Gallagher),https://photos5.appleinsider.com/gallery/54309-109550-53012-106126-Buffett-xl-xl.jpg
https://appleinsider.com/articles/24/08/05/apple-stock-getting-hammered-after-international-market-crashes,"Warren Buffett [Berkshire Hathaway]
Following both news of Berkshire Hathaway's selling over half its holdings in the company, and a wider fear of recession taking a steep toll on international stoc",Apple stock getting hammered after international market crashes,2024-08-05T15:04:23Z,AppleInsider,news@appleinsider.com (William Gallagher),https://photos5.appleinsider.com/gallery/54309-109550-53012-106126-Buffett-xl-xl.jpg
https://qz.com/apple-stock-sinks-warren-buffett-berkshire-hathaway-sta-1851613061,"Berkshire Hathaway has halved its stake in Apple, its second-quarter earnings report over the weekend showed. The Warren Buffett-helmed conglomerate now holds $84",Apple stock is tanking after falling out of favor with Warren Buffett,2024-08-05T13:42:00Z,Quartz India,Laura Bratton,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/3e33b2c5c822a8f8bed469e4ed9e39c3.jpg"
https://qz.com/apple-stock-sinks-warren-buffett-berkshire-hathaway-sta-1851613061,"Berkshire Hathaway has halved its stake in Apple, its second-quarter earnings report over the weekend showed. The Warren Buffett-helmed conglomerate now holds $84",Apple stock is tanking after falling out of favor with Warren Buffett,2024-08-05T13:42:00Z,Quartz India,Laura Bratton,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/3e33b2c5c822a8f8bed469e4ed9e39c3.jpg"
